App,Lingua,Valutazione,Utente,Data,Recensione
KitchenPal,EN,5,Caroline Newell,2025-09-15 11:08:34,it was really fun to scan everything after we bought something. and it was helpful so we knew what we had before what another on of those items. this is a great app for people who have more than three fridges/freezer's (my family).I really liked this app. 👍👍👍
KitchenPal,EN,3,Sean W,2025-09-08 02:50:02,"useful but not ideal, can ypu copy over the expiration progress bar from pantry check app, and also add widgets support for Android?"
KitchenPal,EN,5,Coraline Cheong,2025-09-01 11:04:02,Easy to use and customizable
KitchenPal,EN,4,Rae hall,2025-08-29 18:07:00,"I love you developer. This is so ADHD friendly. To have a calendar, able to VISUALLY see the list with photos, quantity, and saving what I already have in my pantry?! With expiration dates?! Amazing. Searching food isn't as accurate sometimes. For example, if I type potatoes, everything else related to potato appears except just potatoes & I have to restart. It can be a little slow too. Hopefully more use it and the search will learn/advance. Love. I will invest."
KitchenPal,EN,1,Max “Max”,2025-08-28 20:40:34,I downloaded this app for the list and scanner feature. this app did not recognize any item and I had to make input. If that's the case I already have a app there is no need for an useless app.
KitchenPal,EN,3,Cyndi Luginbuhl,2025-08-28 14:29:02,I just started this app and it seemed good for what I needed. Same day: I had added ingredients to my kitchen and was ready to try the first recipe. Picked a recipe to look at... and it was in French!? I don't know French. I live in the US. I checked my settings. They were good. Is this some kind of glitch? Please fix and I'll update my review :)
KitchenPal,EN,5,Golden Rose,2025-08-28 02:58:30,"This is a great app for keeping track of what I actually need to buy. I went looking for a flexible grocery list app that could help me stop forgetting items that should have been on the list, and this is it! I always make the same meals each week so I haven't really used the recipe part, but it seems solid and reliable too"
KitchenPal,EN,5,Giannine Facchini,2025-08-15 18:25:51,This app is amazing. Wasting food is a thing of the PAST AND my kitchen is organized. I highly recommend this app.
KitchenPal,EN,4,Kalina Warner,2025-08-15 17:57:42,"It has some weird things to watch out for (random expiration dates, occasional substitution weirdness) but its overall really useful and a solid app To clarify: Neither of these are deal breakers. they're just things to be aware of so you don't just mindlessly scan everything in your kitchen, then get surprised when the app is trying to substitute raspberry jello for milk, or says your canned peaches are six days from expiration like I did. Just double-check date and product and you're fine lol"
KitchenPal,EN,4,Renee Walls,2025-08-14 02:59:50,only one thing would make it better. The ability to customize the catagories.
KitchenPal,EN,1,Doug,2025-07-25 22:17:46,"I had really wanted this app to be good, but it is NOT. there are so many things that don't work or don't work correctly it makes it so frustrating to use. it was working better before I paid 57.00 dollars for the Lifetime Family Plan. I sent an email months ago regarding problems with the database, but I never heard back. I wanted this app to work so much that I paid the 57 dollars, hoping the developers would be able to make this work. now there looking for beta testers. that's not right."
KitchenPal,EN,3,Shefa Reza,2025-07-25 17:03:26,it would be great if there was an option to change the date of adding items to kitchen
KitchenPal,EN,5,Vernon “Tails” Lehman,2025-07-24 00:57:51,"As a commis chef at work, I have to say this is an amazing app to have at home!"
KitchenPal,EN,4,Jason Goodman,2025-07-20 16:57:39,A very useful app but many improvements to their user interface that have probably already been talked about need to be fixed. However it's the best for what I need.
KitchenPal,EN,5,andrew sirls,2025-07-18 18:28:42,"I was debating between this and another app. but after trying to add items, KP made it quicker and easier. just a couple taps and less typing. Would be nice if I could go back to recently scanned items by tapping them below the scanner but that's just more convenient than an issue. Thanks for helping me clean out my kitchen!"
KitchenPal,EN,5,ZS Kâ L,2025-07-18 10:17:30,this app is very simple and efficient just like I was expecting it
KitchenPal,EN,3,Helen Jones,2025-07-18 01:04:29,Not bad
KitchenPal,EN,1,Tim Mayclin,2025-07-17 07:47:24,can't log on. paid for membership a long time ago but now kitchenpal does not recognize that.
KitchenPal,EN,5,Mark Perkins,2025-07-14 07:12:34,just what I was looking for in a kitchen app
KitchenPal,EN,5,michael judd,2025-07-12 22:57:09,I'm loving this app.
KitchenPal,EN,2,Ricky Moore,2025-07-11 03:06:28,Would be nice if you could use this for two different kitchens! Like if have a cabin that you stay at sometime and you could keep track of the food in both places!
KitchenPal,EN,1,Matt Standing,2025-07-04 13:40:57,"The app ignored use by dates and weights when referencing ingredients against pantry items, meaning food that could have been months out of date was not recognised as being needed to be replaced for a recipe - basic functionality requirements IMO!"
KitchenPal,EN,4,Amy Pratt,2025-07-03 15:43:55,"Early impressions good, although can't seem to share my kitchen with other family members anymore, even on the premium version, a bug maybe?"
KitchenPal,EN,1,Tanflaof Nunya,2025-06-29 22:47:15,"It puts items wherever it pleases. Canned goods in freezer, soup in spice rack. You don't tell me where stuff goes-I TELL YOU WHERE STUFF GOES. Hours and hours wasted on this POS."
KitchenPal,EN,5,Areth Kyntaul,2025-06-25 23:52:39,"The app is great and does what it claims to do, and quite a bit more. The organizational boost of having my entire inventory available at all times is wonderful. Also important to mention is that they provide amazing support. I am absolutely content with my purchase of the lifetime family subscription. Definitely would recommend. The only real critiques I have are that the shopping could be streamlined a bit, and I would love to be able to restrict recipes by calories. By the way - not a bot. 😁"
KitchenPal,EN,5,Jonathan Frejuste,2025-06-16 03:12:25,Happy to know there's an app that allows me to track what's in my kitchen. So far it's amazing!
KitchenPal,EN,2,Ron,2025-05-31 05:44:37,"Maybe it works in america?, but barcode scanner is useless in Australia. 👎"
KitchenPal,EN,3,Finkelburg,2025-05-18 03:02:52,Edit: At first the food scan feature does not work fails every time. after trying again for some reason it's now scanning and bringing up everything. including the stuff that wouldn't scan before. waiting to test the rest of the app to give more stars
KitchenPal,EN,2,Alexie Papanicolaou,2025-05-17 07:11:11,"i like the fresh food expiry dates but not sure who came up with those numbers. voice recognition is a poor idea as it stops half way of speaking (Google's fault). you need to go around your kitchen adding all ingredients even trivial ones, it could just prime it by giving you a list to choose from. not sure which country the app is made for but they don't have udon noodles. I didn't see many recipes, they were drowned by how to videos. a nice prototype, check again in 5 years."
KitchenPal,EN,4,K C,2025-05-09 18:25:32,I wish there is a section for high protein and or high fiber diet.
KitchenPal,EN,3,Melanie Powell,2025-05-07 21:50:53,need some improvement. like keeping track of the meals you have cooked
KitchenPal,EN,5,Russ,2025-05-05 03:58:32,"I am glad to have found this app! I tried to manage my fridge/freezers with whiteboards, but it quickly became unsustainable with the amount of time it took to update and reorganize after shopping. KitchenPal not only solves this issue, but it also adds other features such as remote access (checking inventory while at the store), sharing between family members, shopping lists, recipes from your ingredients, and so many more. I am so happy to have become a lifetime member."
KitchenPal,EN,5,Samantha Doiron,2025-05-05 03:57:21,"My husband and I downloaded this app to work through some issues with food waste and duplication issues. honestly, being able to share the same kitchen was a cinch for us - it immediately replaced three seperate apps for us: one for shopping lists, one for recipes and one for task for us to do. we invested in the lifetime family, because we were so impressed and we love it. Customer service is top notch, we got immediate service on a Sunday at 6pm - give it a shot we thought it was worth it!"
KitchenPal,EN,1,Kat D,2025-05-03 20:54:04,beware dataleaks
KitchenPal,EN,5,Lisa Austin,2025-05-02 22:23:34,"I love the concept. it's exactly what I needed to keep track of my pantry and help my kids know what they can cook. I would like to suggest a feature where you can add your cooking appliances. air fryer, instant pot, slow cooker... so it won't recommend recipes that you can't cook."
